name,h_index,h_index_rank,composite_score,composite_rank,total_citation_count,total_paper_count,venue_diversity,citations_per_paper,institution,rank_difference,abs_rank_difference
A. Kumar,12,509.0,0.576739328241198,461.0,1472,27,0.9823368126263246,54.51851851851852,,48.0,48.0
Samuel Yen-Chi Chen,17,405.0,0.5747703256250908,462.0,1447,30,0.8741422204449993,48.233333333333334,,-57.0,57.0
Xiaozhi Wang,20,350.0,0.5740787357940382,463.0,2756,51,0.8040504711986572,54.03921568627451,Tsinghua University,-113.0,113.0
Andrew Gaut,4,809.0,0.5740687083026443,464.0,607,8,0.9609640474436812,75.875,,345.0,345.0
L. Blessing,33,182.0,0.5732726988811022,465.0,5396,172,0.9407956758226886,31.372093023255815,,-283.0,283.0
Meng Yang,13,473.0,0.5718042837042513,466.0,750,74,0.9506439883098554,10.135135135135137,,7.0,7.0
Wiebke Wagner,2,903.0,0.5715,467.0,2961,4,0.0,740.25,,436.0,436.0
W. Zhang,22,306.0,0.571398566657217,468.0,2373,129,0.9571484968457916,18.3953488372093,,-162.0,162.0
Peng Li,32,194.0,0.5712332183683598,469.0,4858,72,0.8199321163947013,67.47222222222223,"Institute for AI Industry Research (AIR), Tsinghua University, China",-275.0,275.0
M. Awad,20,350.0,0.5701498427016755,470.0,3334,138,0.9515550722708216,24.15942028985507,,-120.0,120.0
Thomas Wolf,34,164.0,0.5696252825577378,471.0,5731,338,0.953253226410642,16.95562130177515,,-307.0,307.0
J. Reich,29,218.0,0.5681137802659241,472.0,3620,138,0.9000158046313669,26.231884057971016,,-254.0,254.0
Bhavitvya Malik,3,852.0,0.5680000000000001,473.0,583,8,1.0,72.875,,379.0,379.0
S. Yih,12,509.0,0.5675428977753413,474.0,1562,25,0.9823368126263248,62.48,,35.0,35.0
J. Starren,42,119.0,0.5668431835286094,475.0,6469,179,0.8010343090715074,36.13966480446928,,-356.0,356.0
Xiaojie Guo,17,405.0,0.5665201354780169,476.0,1908,43,0.9365930846644278,44.372093023255815,,-71.0,71.0
P. Schwaller,22,306.0,0.56611019766564,477.0,4744,72,0.9496657320731152,65.88888888888889,,-171.0,171.0
Shangbin Feng,16,418.0,0.5654075978101117,478.0,1148,35,0.9048597425883936,32.8,,-60.0,60.0
Yang Xiang,17,405.0,0.5646049136260943,479.0,1626,34,0.9002375268453701,47.8235294117647,,-74.0,74.0
Yanjun Qi,31,202.0,0.5645198744232786,480.0,6969,216,0.9607743602182413,32.263888888888886,,-278.0,278.0
Jie Zhou,58,58.0,0.5642891654124096,481.0,16280,826,0.9606103458964996,19.709443099273606,Tencent Inc.,-423.0,423.0
N. Slonim,36,156.0,0.564268720867913,482.0,6567,130,0.8379244871300487,50.51538461538462,,-326.0,326.0
F. Rybicki,57,61.0,0.5638227174469946,483.0,13565,423,0.8297297738846547,32.068557919621746,,-422.0,422.0
X. J. Yang,4,809.0,0.5637342145025153,484.0,340,5,1.0000000000000002,68.0,,325.0,325.0
Vered Shwartz,23,291.0,0.563097318481066,485.0,2406,49,0.8898299819182496,49.10204081632653,University of British Columbia,-194.0,194.0
E. Klang,28,232.0,0.5630081187626252,486.0,2657,165,0.9180982970717616,16.1030303030303,,-254.0,254.0
Yue Kang,3,852.0,0.5621190603125076,487.0,296,4,0.946394630357186,74.0,,365.0,365.0
Fu Lee Wang,33,182.0,0.5620204451247811,488.0,3718,306,0.9482565018676464,12.15032679738562,The Open University of Hong Kong,-306.0,306.0
Shannon L. Spruit,12,509.0,0.5619170074096116,489.0,2015,31,0.955276018110066,65.0,,20.0,20.0
Alessio Ferrari,27,244.0,0.5618294936559008,490.0,2362,114,0.8923924224565625,20.71929824561403,,-246.0,246.0
Amir Feder,18,385.0,0.561545650503421,491.0,1816,33,0.9249353961278048,55.03030303030303,Columbia University,-106.0,106.0
Adam L. Berger,1,945.0,0.5615000000000001,492.0,3605,1,0.0,3605.0,,453.0,453.0
Michael Elhadad,1,945.0,0.5615000000000001,492.0,1651,1,0.0,1651.0,,453.0,453.0
Tianrui Peng,1,945.0,0.5615000000000001,492.0,146,1,0.0,146.0,,453.0,453.0
K. Kumamaru,30,209.0,0.5610025909676503,495.0,3425,163,0.9279621230519794,21.012269938650302,,-286.0,286.0
O. Kononova,11,542.0,0.5594596418082263,496.0,2049,52,0.9391397758749308,39.40384615384615,,46.0,46.0
Vijay V. Raghavan,34,164.0,0.5593118706098614,497.0,6260,274,0.9325365328455496,22.846715328467152,,-333.0,333.0
Paolo Torroni,33,182.0,0.559129908458742,498.0,4172,226,0.9486046361578516,18.460176991150444,,-316.0,316.0
W. El-Hajj,29,218.0,0.5587680258010392,499.0,2821,105,0.9685583304609642,26.866666666666667,,-281.0,281.0
M. Saraçlar,33,182.0,0.5581577512049113,500.0,4269,182,0.821434895582289,23.456043956043956,,-318.0,318.0
John X. Morris,27,244.0,0.5573829127049308,501.0,4693,84,0.927351673033498,55.86904761904762,University of Virginia,-257.0,257.0
Nancy Ide,35,159.0,0.5572146541317368,502.0,5595,165,0.7973283886665498,33.90909090909091,,-343.0,343.0
Yujia Qin,21,321.0,0.5571608503247766,503.0,3134,59,0.8014366903471947,53.11864406779661,,-182.0,182.0
Michael Wiegand,21,321.0,0.5567033318697805,504.0,3391,98,0.9123908581602432,34.60204081632653,Institute for German Language Mannheim/Heidelberg University,-183.0,183.0
Yuqi Si,13,473.0,0.5563663967969794,505.0,1157,25,0.9338591290316278,46.28,,-32.0,32.0
Kirk Roberts,33,182.0,0.5551394556550999,506.0,4445,153,0.8488591963160583,29.052287581699343,,-324.0,324.0
Kayo Yin,9,599.0,0.5543429149281152,507.0,543,11,0.881353453268883,49.36363636363637,École Polytechnique,92.0,92.0
Weisi Guo,6,704.0,0.5543298535205746,508.0,701,25,0.9875375532993242,28.04,,196.0,196.0
E. Ponti,28,232.0,0.5528808453818712,509.0,2533,78,0.860679372303507,32.47435897435897,,-277.0,277.0
Mustafa Jarrar,27,244.0,0.552830242144158,510.0,2627,107,0.9038038518486314,24.55140186915888,Birzeit University,-266.0,266.0
A. Alhazmi,5,764.0,0.5526413246690033,511.0,816,15,0.9575261403463023,54.4,,253.0,253.0
Preslav Nakov,36,156.0,0.5518999769609843,512.0,4124,205,0.7884170911547284,20.117073170731707,,-356.0,356.0
Mark Johnson,25,266.0,0.5516297407496991,513.0,3426,59,0.8585173262429767,58.067796610169495,,-247.0,247.0
Saskia Locke,1,945.0,0.5515000000000001,514.0,111,1,0.0,111.0,,431.0,431.0
Jacob Russell Neterer,1,945.0,0.5515000000000001,514.0,102,1,0.0,102.0,,431.0,431.0
Sumaya Alameri,1,945.0,0.5515000000000001,514.0,102,1,0.0,102.0,,431.0,431.0
André F. T. Martins,18,385.0,0.551342322520763,517.0,1604,28,0.7467371230234086,57.285714285714285,,-132.0,132.0
Chenguang Wang,18,385.0,0.5504530851422508,518.0,1357,31,0.9212494171043368,43.774193548387096,Washington University,-133.0,133.0
S. Avestimehr,26,255.0,0.5503704671853071,519.0,3463,96,0.8030227479947771,36.072916666666664,,-264.0,264.0
Peter Milder,23,291.0,0.5496672523727106,520.0,2560,83,0.9496264187672956,30.843373493975903,Stony Brook University,-229.0,229.0
Lei He,53,77.0,0.5495188473732084,521.0,13730,912,0.9720595654291964,15.054824561403509,UCLA,-444.0,444.0
M. DeJonckheere,18,385.0,0.5493161191603186,522.0,2050,78,0.9707441241395496,26.28205128205128,,-137.0,137.0
V. Osmani,27,244.0,0.5489741768745493,523.0,3161,121,0.9381685441710108,26.12396694214876,,-279.0,279.0
M. Sabetzadeh,34,164.0,0.5465389537015026,524.0,3807,142,0.9124466916801592,26.809859154929576,,-360.0,360.0
Jianxi Luo,33,182.0,0.5463460770696926,525.0,2772,129,0.9230018661479066,21.488372093023255,,-343.0,343.0
Liwei Wang,24,281.0,0.5462534736807164,526.0,2656,106,0.8633224969293952,25.056603773584907,,-245.0,245.0
C. Fermüller,39,138.0,0.5457393458155393,527.0,5057,208,0.912957416045777,24.3125,,-389.0,389.0
Shaodan Ma,35,159.0,0.54511889826618,528.0,4405,304,0.8447804631259384,14.490131578947368,,-369.0,369.0
Helen O'Horan,2,903.0,0.5451151668834676,529.0,183,3,0.9999999999999998,61.0,,374.0,374.0
T. Poibeau,20,350.0,0.5438857529002172,530.0,2046,169,0.9272991042813674,12.106508875739644,,-180.0,180.0
Dima Taji,12,509.0,0.5434059010821571,531.0,1314,22,0.9462155386512872,59.72727272727273,,-22.0,22.0
Shankai Yan,8,635.0,0.5426696627350196,532.0,1095,22,0.9820064253709696,49.77272727272727,,103.0,103.0
Diksha Khurana,2,903.0,0.5415000000000001,533.0,922,2,0.0,461.0,,370.0,370.0
Chee‐Wee Tan,30,209.0,0.5413503261518327,534.0,3287,165,0.8135093163154936,19.92121212121212,,-325.0,325.0
H. Dalianis,27,244.0,0.540731687764289,535.0,2977,167,0.9397002497519537,17.82634730538922,,-291.0,291.0
Xiaochuang Han,15,437.0,0.5400848599248191,536.0,1037,21,0.9294645056928434,49.38095238095238,University of Washington,-99.0,99.0
Min Jiang,25,266.0,0.539910941580563,537.0,2587,57,0.8637191173889396,45.3859649122807,,-271.0,271.0
Abdulhadi Shoufan,23,291.0,0.5389431366735722,538.0,1899,114,0.9341808327761462,16.657894736842106,,-247.0,247.0
Wai Pan Wong,1,945.0,0.538,539.0,145,2,1.0,72.5,,406.0,406.0
Muideen A. Ajagbe,4,809.0,0.537040916775067,540.0,298,5,0.9999999999999998,59.6,,269.0,269.0
R. Hegadi,21,321.0,0.536343613607857,541.0,1459,158,0.8426888297629067,9.234177215189874,,-220.0,220.0
Gwendolyn Halford,3,852.0,0.5357105263157895,542.0,839,4,0.0,209.75,,310.0,310.0
Betty van Aken,9,599.0,0.535612261711586,543.0,616,13,0.9881090915741207,47.38461538461539,Beuth University of Applied Sciences Berlin,56.0,56.0
A. Price,9,599.0,0.5351294950489436,544.0,921,15,0.924324387292664,61.4,,55.0,55.0
Chengwei Qin,13,473.0,0.5346271784760723,545.0,1437,24,0.8312029246251753,59.875,,-72.0,72.0
Tianyong Hao,23,291.0,0.5342455752240372,546.0,2258,184,0.9233649460589324,12.271739130434783,South China Normal University,-255.0,255.0
Ludovic Tanguy,17,405.0,0.5342416523794796,547.0,3296,101,0.9150588889268118,32.633663366336634,Université de Toulouse,-142.0,142.0
Hunter Gehlbach,28,232.0,0.5341313324429612,548.0,3408,97,0.9404734601739256,35.134020618556704,,-316.0,316.0
D. Q. Nguyen,20,350.0,0.5341027168348753,549.0,1887,44,0.9672951169304852,42.88636363636363,,-199.0,199.0
Ute Schmid,25,266.0,0.5339489863891346,550.0,2104,231,0.7888576118121564,9.108225108225108,University of Bamberg -- Cognitive System Group,-284.0,284.0
T. Callahan,20,350.0,0.5336580512716177,551.0,2595,90,0.9380954694064184,28.833333333333332,,-201.0,201.0
R. Taylor,13,473.0,0.5308682020784279,552.0,1615,29,0.9875375532993242,55.689655172413794,,-79.0,79.0
E. Pons,8,635.0,0.529713157826069,553.0,640,12,0.9755037590061084,53.333333333333336,,82.0,82.0
Taxiarchis Botsis,21,321.0,0.52899565729339,554.0,2521,75,0.9345170009979752,33.61333333333334,,-233.0,233.0
Quan.Z Sheng,16,418.0,0.5287832476952855,555.0,1416,56,0.9498215353965308,25.285714285714285,,-137.0,137.0
Bonan Min,16,418.0,0.5273710163556274,556.0,2123,44,0.8756740242914498,48.25,,-138.0,138.0
A. Thakur,11,542.0,0.5250868838941857,557.0,1180,26,0.9710459299447972,45.38461538461539,,-15.0,15.0
Chenghua Lin,21,321.0,0.5246174482302879,558.0,2000,106,0.8905604580380277,18.867924528301888,,-237.0,237.0
Alex B. Fine,13,473.0,0.5238817114465625,559.0,1343,25,0.9052056914117322,53.72,,-86.0,86.0
Shuchang Liu,19,364.0,0.5237484209132764,560.0,1265,26,0.8949256589621735,48.65384615384615,,-196.0,196.0
Mariya Toneva,13,473.0,0.5233068019348501,561.0,1580,37,0.9189661496335966,42.7027027027027,Carnegie Mellon University,-88.0,88.0
Harold Soh,25,266.0,0.5232601429037499,562.0,2170,82,0.9256086997953415,26.463414634146343,National University of Singapore,-296.0,296.0
Jie Ma,8,635.0,0.5227913505275187,563.0,683,12,0.9111886696810592,56.916666666666664,Amazon,72.0,72.0
Leonardo Neves,27,244.0,0.5226975328419894,564.0,3292,102,0.9567356732449204,32.27450980392157,,-320.0,320.0
Su Lin Blodgett,15,437.0,0.522029242525915,565.0,2496,50,0.7619956715766569,49.92,Microsoft Research,-128.0,128.0
Claire Grover,34,164.0,0.5211900822039964,566.0,3971,142,0.9462197204699904,27.964788732394368,,-402.0,402.0
Qian Huang,25,266.0,0.5208875629880632,567.0,3183,79,0.8534455435240038,40.29113924050633,,-301.0,301.0
Rotem Dror,13,473.0,0.5208351033943851,568.0,1006,20,0.9500489817691006,50.3,,-95.0,95.0
E. Artemova,12,509.0,0.5196683957446054,569.0,646,52,0.9160655097574538,12.423076923076923,,-60.0,60.0
W. Harris,29,218.0,0.5194910493458,570.0,5576,96,0.8529475664032847,58.083333333333336,,-352.0,352.0
Niranjan Balasubramanian,25,266.0,0.5191989505405493,571.0,3437,103,0.8749730617244635,33.36893203883495,,-305.0,305.0
Jannik Strotgen,22,306.0,0.5191873514651348,572.0,2745,95,0.9065038506462484,28.894736842105264,,-266.0,266.0
M. Rastegar-Mojarad,21,321.0,0.5191304742790885,573.0,2132,68,0.9048123235835168,31.352941176470587,,-252.0,252.0
F. Aiolli,21,321.0,0.5182915577759861,574.0,1848,117,0.8712727956679526,15.794871794871796,,-253.0,253.0
P. Crutchley,13,473.0,0.5177130990660699,575.0,1510,21,0.969207387579044,71.9047619047619,,-102.0,102.0
Martin Müller,11,542.0,0.5176261254654518,576.0,787,14,0.9750064312311532,56.214285714285715,,-34.0,34.0
M. Sadrzadeh,26,255.0,0.5175893773494354,577.0,3104,148,0.9400029040098568,20.972972972972972,,-322.0,322.0
Zhiyuan Liu,36,156.0,0.5155086459823521,578.0,6181,130,0.7401609633740309,47.54615384615385,,-422.0,422.0
Jingcheng Du,19,364.0,0.5152710968832078,579.0,1814,74,0.9048559019129052,24.513513513513512,The University of Texas Health Science Center at Houston,-215.0,215.0
Karan Jain,4,809.0,0.5141666666666668,580.0,484,6,0.0,80.66666666666667,,229.0,229.0
Pedro Henrique Martins,9,599.0,0.513788653248319,581.0,641,15,0.97411089529882,42.733333333333334,,18.0,18.0
Han Cai,15,437.0,0.5129505056825957,582.0,1319,26,0.8130295772129486,50.73076923076923,,-145.0,145.0
Surabhi Datta,8,635.0,0.5120922255863197,583.0,528,16,0.9619555747789696,33.0,,52.0,52.0
D. Katz,19,364.0,0.5117194841374949,584.0,2081,58,0.9441579653361984,35.87931034482759,,-220.0,220.0
T. Buhrmann,5,764.0,0.5110077572019474,585.0,668,12,1.0,55.666666666666664,,179.0,179.0
S. Oepen,41,124.0,0.508024465023266,586.0,4555,144,0.906080201634034,31.631944444444443,,-462.0,462.0
François Lagunas,2,903.0,0.5075000000000001,587.0,770,4,0.0,192.5,,316.0,316.0
Raymond S. T. Lee,18,385.0,0.506976607331326,588.0,1223,104,0.9404865216656656,11.759615384615383,,-203.0,203.0
Yuki Sawa,2,903.0,0.5068333333333334,589.0,176,2,0.0,88.0,,314.0,314.0
Muhammed Yavuz Nuzumlali,3,852.0,0.5068075834417338,590.0,183,3,0.9999999999999998,61.0,,262.0,262.0
Yves Scherrer,23,291.0,0.5065273096379378,591.0,1801,91,0.8796627231923454,19.791208791208792,,-300.0,300.0
Sarvesh Soni,7,669.0,0.5060005971758719,592.0,477,12,0.960955793385934,39.75,"National Library of Medicine, National Institutes of Health",77.0,77.0
Dotan Emanuel,5,764.0,0.5059586861732439,593.0,617,10,0.967132018086354,61.7,,171.0,171.0
Kiran Khatter,12,509.0,0.5057417727102943,594.0,1209,37,0.9565953024727962,32.67567567567568,,-85.0,85.0
E. Konen,31,202.0,0.5054211863629059,595.0,4375,122,0.9122454155945486,35.86065573770492,,-393.0,393.0
Eugenio Martínez-Cámara,28,232.0,0.5045451292671466,596.0,2460,84,0.9086963417366676,29.285714285714285,University of Jaén,-364.0,364.0
Zhile Yang,11,542.0,0.5041758951557397,597.0,392,37,0.9759012921624014,10.594594594594597,,-55.0,55.0
D. Mitsouras,23,291.0,0.503898578421718,598.0,2994,92,0.943064340463648,32.54347826086956,,-307.0,307.0
Beth Ripley,16,418.0,0.5038294720930158,599.0,1119,27,0.9623059780976562,41.44444444444444,,-181.0,181.0
Bo Long,12,509.0,0.5022757771494046,600.0,675,29,0.9159601058783716,23.275862068965516,,-91.0,91.0
Kemal Oflazer,34,164.0,0.5018855671248401,601.0,4465,160,0.907981961888507,27.90625,,-437.0,437.0
Tongyao Zhu,2,903.0,0.5013333333333333,602.0,135,2,1.0,67.5,,301.0,301.0
Heike Adel,21,321.0,0.5008019036967702,603.0,1799,59,0.9196145149508018,30.491525423728813,,-282.0,282.0
D. Tsarapatsanis,4,809.0,0.5004976719929295,604.0,709,19,0.9866599586738648,37.31578947368421,,205.0,205.0
M. Dras,34,164.0,0.5000812170288528,605.0,3143,169,0.8725829149580427,18.597633136094675,,-441.0,441.0
T. Chang,24,281.0,0.49980322286210244,606.0,1912,121,0.9252366289722936,15.801652892561984,,-325.0,325.0
D. Wolter,20,350.0,0.49946943461540466,607.0,1257,93,0.9410526382654156,13.516129032258064,,-257.0,257.0
Khanh Nguyen,8,635.0,0.49894616304540995,608.0,656,15,0.9257875983547232,43.733333333333334,"University of California, Berkeley",27.0,27.0
Malihe Alikhani,14,455.0,0.49868977357599004,609.0,849,79,0.893596794857727,10.746835443037977,Rutgers University,-154.0,154.0
A. Manini,27,244.0,0.49864994395123213,610.0,2304,133,0.8233526937814512,17.32330827067669,,-366.0,366.0
Siddhartha R. Jonnalagadda,26,255.0,0.4981820306181133,611.0,2100,80,0.8634335113531819,26.25,,-356.0,356.0
Yuanjun Guo,23,291.0,0.49794597436694954,612.0,1575,82,0.95902037269034,19.20731707317073,,-321.0,321.0
Segev Shlomov,6,704.0,0.4979169851385287,613.0,1000,24,0.8946338423002606,41.666666666666664,,91.0,91.0
Daniel Loureiro,11,542.0,0.49669200370610067,614.0,1069,25,0.9665385514523048,42.76,Cardiff University,-72.0,72.0
A. Torfi,10,570.0,0.4966497779987242,615.0,671,25,0.8054653980879477,26.84,,-45.0,45.0
Katarzyna Biesialska,5,764.0,0.49664867824622716,616.0,300,7,1.0,42.857142857142854,,148.0,148.0
Yutai Hou,13,473.0,0.49621562829420407,617.0,1098,29,0.946953624239234,37.86206896551724,,-144.0,144.0
Mu Li,30,209.0,0.4961168564445309,618.0,3850,81,0.8001515796050446,47.53086419753087,,-409.0,409.0
Diba Mirza,14,455.0,0.49464561067842383,619.0,1400,34,0.951959620009652,41.1764705882353,,-164.0,164.0
Yuexiong Ding,11,542.0,0.49411565213712627,620.0,937,24,0.9383479441849394,39.041666666666664,,-78.0,78.0
M. Bommarito,19,364.0,0.4925391586699406,621.0,1928,48,0.923973262182358,40.166666666666664,,-257.0,257.0
Thanh Vu,24,281.0,0.4921633271376278,622.0,2539,108,0.9711062153988276,23.50925925925926,,-341.0,341.0
I. Harris,20,350.0,0.4914980213146819,623.0,1310,99,0.9734561352363784,13.232323232323232,,-273.0,273.0
J. Plu,11,542.0,0.49040232510236614,624.0,2833,71,0.9503843756940992,39.901408450704224,,-82.0,82.0
Tianxing He,16,418.0,0.49040040884989045,625.0,1185,32,0.9147339441021828,37.03125,,-207.0,207.0
Fangjing Wu,3,852.0,0.4898095238095238,626.0,363,6,1.0,60.5,,226.0,226.0
P. Lenca,19,364.0,0.48947542873000677,627.0,1743,119,0.9749440932827608,14.647058823529411,,-263.0,263.0
V.G.Vinod Vydiswaran,22,306.0,0.48943842492795064,628.0,1697,74,0.9561660573703936,22.93243243243243,University of Michigan,-322.0,322.0
Fabio Rinaldi,30,209.0,0.48934958524437244,629.0,3908,209,0.9418147355031564,18.69856459330143,"Institute of Computational Linguistics, University of Zurich, Zurich, Switzerland",-420.0,420.0
Andrea Galassi,14,455.0,0.48921630054421267,630.0,983,41,0.97220777188702,23.97560975609756,"University of Bologna p=8,33,6,5,17,18,34,30,10",-175.0,175.0
A. Lavelli,29,218.0,0.48850215464448826,631.0,3214,151,0.939273517738682,21.28476821192053,,-413.0,413.0
Magdalena Biesialska,5,764.0,0.487312289151883,632.0,721,15,0.9107196304548568,48.06666666666667,,132.0,132.0
Yuan Luo,17,405.0,0.4872984391797334,633.0,966,47,0.9666028346412252,20.5531914893617,,-228.0,228.0
Qiang Wei,12,509.0,0.48616923099869436,634.0,1201,31,0.905709998173872,38.74193548387097,,-125.0,125.0
Go Inoue,7,669.0,0.48442091650647634,635.0,475,9,0.9283832117695864,52.77777777777778,MBZUAI,34.0,34.0
Qi Liu,6,704.0,0.48396369485449914,636.0,336,9,0.886682880001534,37.333333333333336,,68.0,68.0
Edwin Simpson,18,385.0,0.4838797929384961,637.0,1159,45,0.949415461703703,25.755555555555556,University of Bristol,-252.0,252.0
Marina Danilevsky,19,364.0,0.48375185597672743,638.0,1904,58,0.950190904904448,32.827586206896555,IBM Research,-274.0,274.0
Yijun Xiao,9,599.0,0.4831084832062582,639.0,615,13,0.8085947862963576,47.30769230769231,,-40.0,40.0
S. El-Beltagy,22,306.0,0.48304260987477116,640.0,2382,98,0.8982520815614686,24.306122448979593,,-334.0,334.0
Hang Li,4,809.0,0.4829830261816177,641.0,453,12,0.8962406251802889,37.75,,168.0,168.0
Sangchul Hahn,3,852.0,0.4828353749693109,642.0,148,6,0.9609640474436812,24.666666666666668,,210.0,210.0
Pierre Zweigenbaum,39,138.0,0.4825561048269474,643.0,6024,337,0.8643019264265694,17.875370919881306,,-505.0,505.0
Thibault Goehringer,1,945.0,0.48150000000000004,644.0,559,2,0.0,279.5,,301.0,301.0
Th'eo Matussiere,1,945.0,0.48150000000000004,644.0,559,2,0.0,279.5,,301.0,301.0
Jie Fu,20,350.0,0.48126910125822725,646.0,1813,91,0.9175204038587216,19.923076923076923,Quebec AI Institute (Mila),-296.0,296.0
Heeyoul Choi,16,418.0,0.48105667414365116,647.0,1208,69,0.9236964783190892,17.507246376811594,,-229.0,229.0
Shijie Chen,6,704.0,0.4808451135230315,648.0,504,11,0.9848586617875464,45.81818181818182,The Ohio State University,56.0,56.0
Sandra F. Jones,6,704.0,0.47872327382118296,649.0,575,9,0.9409583900892996,63.888888888888886,,55.0,55.0
A. Sharma,1,945.0,0.4784742501084004,650.0,74,2,1.0,37.0,,295.0,295.0
Yaqi Xie,5,764.0,0.478435098929353,651.0,348,10,0.9848586617875464,34.8,,113.0,113.0
Liping Zhao,17,405.0,0.47818332095836413,652.0,1230,131,0.9774239211968976,9.389312977099236,,-247.0,247.0
Stephen T Wu,16,418.0,0.4778226082559358,653.0,1489,53,0.9145955420025808,28.09433962264151,UTHealth,-235.0,235.0
Minh Nguyen,6,704.0,0.47750000000000004,654.0,287,8,1.0,35.875,,50.0,50.0
Neha Verma,6,704.0,0.4762151504594586,655.0,528,12,0.9766146686727132,44.0,,49.0,49.0
Amit Moryossef,12,509.0,0.47522614625968523,656.0,682,29,0.8854358801504648,23.517241379310345,,-147.0,147.0
M. Foster,5,764.0,0.4748980520325626,657.0,529,9,0.9409583900892994,58.77777777777778,,107.0,107.0
Dipanjan Sarkar,6,704.0,0.47482765610324884,658.0,346,25,0.914100892018565,13.84,,46.0,46.0
T. Arnold,11,542.0,0.47472603537929126,659.0,1030,59,0.86266178689028,17.45762711864407,,-117.0,117.0
Dimitri Kartsaklis,19,364.0,0.4746329664859371,660.0,1155,39,0.8849368768492762,29.615384615384617,,-296.0,296.0
Tianlin Zhang,18,385.0,0.47414809604667263,661.0,1207,43,0.9598522129220032,28.069767441860463,The University of Manchester,-276.0,276.0
Xiuying Chen,16,418.0,0.47314331753353794,662.0,925,38,0.901659146968609,24.342105263157897,,-244.0,244.0
Piotr (Peter) Mardziel,14,455.0,0.4729614633412565,663.0,1877,40,0.924862681874641,46.925,independent,-208.0,208.0
Alexander Erdmann,10,570.0,0.472877825665461,664.0,639,16,0.9417346261113356,39.9375,,-94.0,94.0
S. Sangeetha,12,509.0,0.4726226673162214,665.0,778,39,0.9906378812158404,19.94871794871795,"National Institute of Technology, Tiruchirappalli",-156.0,156.0
Irene Li,12,509.0,0.47176461466027003,666.0,1408,34,0.9238769464131082,41.411764705882355,,-157.0,157.0
Marije C Michel,18,385.0,0.4713863297623846,667.0,1478,64,0.9464933129279124,23.09375,,-282.0,282.0
Mikhail Galkin,21,321.0,0.4702522285067304,668.0,1831,55,0.8640156460550815,33.29090909090909,Google Research,-347.0,347.0
M. Wetscherek,9,599.0,0.46975124022742776,669.0,496,14,0.9311066102039656,35.42857142857143,,-70.0,70.0
Marcos Vinícius Treviso,13,473.0,0.46943456365657277,670.0,874,27,0.9623059780976562,32.370370370370374,,-197.0,197.0
Waad Alhoshan,8,635.0,0.46919631079301605,671.0,392,13,0.9848586617875464,30.153846153846153,,-36.0,36.0
T. Cai,20,350.0,0.4689564245219639,672.0,1793,62,0.955304023944219,28.919354838709676,,-322.0,322.0
Leila Wehbe,17,405.0,0.4680515282056319,673.0,1527,62,0.8704898280228248,24.629032258064516,Carnegie Mellon University,-268.0,268.0
Jonathan J. Marsh,5,764.0,0.46797619047619055,674.0,351,7,1.0,50.142857142857146,,90.0,90.0
Vera Sorin,12,509.0,0.46773385675106716,675.0,765,28,0.9466424467407918,27.321428571428573,,-166.0,166.0
B. White,12,509.0,0.46580285998524873,676.0,1702,67,0.9038852433663154,25.402985074626866,,-167.0,167.0
Benedikt Boecking,11,542.0,0.4647458608173485,677.0,648,19,0.9611009333744398,34.10526315789474,,-135.0,135.0
Chetan Arora,21,321.0,0.4646933326135578,678.0,1088,45,0.9370718613282536,24.177777777777777,,-357.0,357.0
S. Berrouiguet,20,350.0,0.4636878571773903,679.0,1437,61,0.9306862281736612,23.557377049180328,,-329.0,329.0
Jingqi Wang,21,321.0,0.4623927054183242,680.0,1822,57,0.8201279752713782,31.964912280701753,,-359.0,359.0
I. Guellil,10,570.0,0.4623363798529019,681.0,426,23,0.9820064253709696,18.52173913043478,,-111.0,111.0
Irfan Ahmad,17,405.0,0.4621264648867444,682.0,937,43,0.9653682484982417,21.79069767441861,"King Fahd University of Petroleum and Minerals, Dhahran, Saudi Arabia",-277.0,277.0
Bashar Alhafni,8,635.0,0.4619141043034278,683.0,557,15,0.9642388260732416,37.13333333333333,,-48.0,48.0
Houda Bouamor,21,321.0,0.4616435271487524,684.0,1915,76,0.8965888500266471,25.19736842105263,,-363.0,363.0
Victor Mustar,2,903.0,0.4615,685.0,581,2,0.0,290.5,,218.0,218.0
Junli Su,2,903.0,0.46111516688346765,686.0,95,3,0.9999999999999998,31.666666666666668,,217.0,217.0
Zhisong Zhang,15,437.0,0.46110626202642674,687.0,1039,24,0.8445866352562393,43.291666666666664,,-250.0,250.0
Lei Hou,25,266.0,0.4610057846196792,688.0,1953,76,0.8922490227011339,25.69736842105263,Tsinghua University,-422.0,422.0
Seyedmostafa Sheikhalishahi,8,635.0,0.4600950967785986,689.0,635,16,0.9911230603728026,39.6875,,-54.0,54.0
Kaiji Lu,5,764.0,0.45988588982450784,690.0,377,9,0.9101415926479806,41.888888888888886,,74.0,74.0
Ariel Goldstein,12,509.0,0.45941534851503857,691.0,1139,32,0.8107858684460952,35.59375,,-182.0,182.0
Yacine Jernite,7,669.0,0.45899416599195947,692.0,2376,49,0.8746845143040606,48.48979591836735,,-23.0,23.0
Jackie Ayoub,10,570.0,0.4588919638115522,693.0,469,16,0.9606293157795304,29.3125,,-123.0,123.0
Daniel J. Feller,11,542.0,0.4583403977188208,694.0,798,23,0.9488292407433712,34.69565217391305,,-152.0,152.0
