name,h_index,h_index_rank,composite_score,composite_rank,citation_impact_weighted,breadth_weighted,productivity_weighted,leadership_weighted,quality_weighted,citation_impact_raw,venue_diversity_raw,papers_per_year,leadership_ratio,quality_score,institution
Frank Zimmer,13,473.0,0.40690400630239293,832.0,0.08133333333333333,0.20539326625907692,0.032999999999999995,0.04848484848484849,0.038692558225134246,20.333333333333332,0.9679615214804396,1.65,0.48484848484848486,0.7738511645026849,
Shuai Zheng,9,599.0,0.44111649336260345,741.0,0.11511111111111112,0.16827910425691361,0.045000000000000005,0.07777777777777778,0.034948500216800946,28.77777777777778,0.9101663100395064,2.25,0.7777777777777778,0.6989700043360189,
Peter Ondruska,18,385.0,0.7286405807101544,127.0,0.4,0.1752913316667153,0.04363636363636364,0.07916666666666666,0.03054621874040891,131.41666666666666,0.8988076095240874,2.1818181818181817,0.7916666666666666,0.6109243748081782,
Víctor Suárez-Paniagua,8,635.0,0.4401263826466613,744.0,0.0732,0.19247260138707015,0.04000000000000001,0.09000000000000001,0.044453781259591096,18.3,0.9712720079261152,2.0,0.9,0.8890756251918218,
Leonard Lausen,7,669.0,0.5892405295534762,442.0,0.34553846153846157,0.1593770639583113,0.028888888888888888,0.015384615384615385,0.04005149978319906,86.38461538461539,0.8592975083332075,1.4444444444444444,0.15384615384615385,0.8010299956639811,
Tim Rault,3,852.0,0.6667857269791743,262.0,0.4,0.17011906031250754,0.05666666666666667,0.0,0.04000000000000001,116.88235294117646,0.946394630357186,2.8333333333333335,0.0,0.8,
Y. Haralambous,10,570.0,0.4463223223390962,727.0,0.027000000000000003,0.2196069567566647,0.05411764705882354,0.1,0.04559771852360797,6.75,0.9806111814666556,2.7058823529411766,1.1304347826086956,0.9119543704721593,
Samuele Garda,6,704.0,0.7037379758127099,171.0,0.4,0.18812668966482232,0.045714285714285714,0.025,0.04489700043360188,146.75,0.9807239409418418,2.2857142857142856,0.25,0.8979400086720376,
Graham Neubig,84,25.0,0.7000851655692181,178.0,0.22054362416107384,0.2134339389869495,0.2,0.03271812080536913,0.033389481615825535,55.13590604026846,0.7910510799254258,54.18181818181818,0.3271812080536913,0.6677896323165107,
Hao Cheng,26,255.0,0.6280853782818349,361.0,0.3162857142857143,0.17841957186179835,0.09333333333333334,0.02142857142857143,0.018618187372417352,79.07142857142857,0.8652546963531336,4.666666666666667,0.21428571428571427,0.372363747448347,Microsoft Research
Heng Wang,6,704.0,0.44491222807473196,734.0,0.14950000000000002,0.1770788947413985,0.05333333333333334,0.025,0.04000000000000001,37.375,0.9690222556651344,2.6666666666666665,0.25,0.8,Xi'an Jiaotong University
Peerat Limkonchotiwat,6,704.0,0.3601663598959986,934.0,0.020606060606060607,0.1658291458270853,0.09428571428571429,0.0393939393939394,0.04005149978319906,5.151515151515151,0.8447379761547733,4.714285714285714,0.3939393939393939,0.8010299956639811,
Mariya Toneva,13,473.0,0.5233068019348501,561.0,0.17081081081081081,0.1803190761858794,0.05285714285714286,0.07297297297297298,0.046346799108044054,42.7027027027027,0.9189661496335966,2.642857142857143,0.7297297297297297,0.926935982160881,Carnegie Mellon University
Bo Zhao,3,852.0,0.5844666666666667,447.0,0.2968,0.181,0.01666666666666667,0.04000000000000001,0.05,74.2,1.0,0.8333333333333334,0.4,1.0,
M. Alkhatib,8,635.0,0.42764917398278424,777.0,0.036352941176470595,0.20561936831882824,0.07555555555555556,0.06764705882352942,0.042474250108400474,9.088235294117649,0.9778249618218756,3.7777777777777777,0.6764705882352942,0.8494850021680094,
Dongjin Choi,7,669.0,0.35823173611915526,938.0,0.04125,0.17637044997126766,0.045714285714285714,0.05,0.04489700043360188,10.3125,0.930688285550101,2.2857142857142856,0.5,0.8979400086720376,
Yanis Labrak,7,669.0,0.7658489081107371,81.0,0.4,0.1825670745606029,0.07500000000000001,0.07333333333333333,0.034948500216800946,168.6,0.9575261403463023,3.75,0.7333333333333333,0.6989700043360189,
Rajkumar Ramamurthy,10,570.0,0.40767765034650133,829.0,0.11744444444444445,0.18082273175988348,0.027692307692307697,0.04166666666666667,0.04005149978319906,29.36111111111111,0.8789870386279057,1.3846153846153846,0.4166666666666667,0.8010299956639811,
Romain Paulus,6,704.0,0.6940000000000002,191.0,0.4,0.184,0.020000000000000004,0.05,0.04000000000000001,377.875,1.0,1.0,0.5,0.8,
Yiming Cui,23,291.0,0.6460690346700694,308.0,0.28894915254237286,0.1835581887988168,0.09076923076923077,0.0423728813559322,0.04041958120371672,72.23728813559322,0.8431896502789532,4.538461538461538,0.423728813559322,0.8083916240743344,iFLYTEK Research
Damien Nouvel,7,669.0,0.3596849385795595,936.0,0.029230769230769234,0.19835666855709932,0.019500000000000003,0.08205128205128205,0.03054621874040891,7.3076923076923075,0.9877523917548534,0.975,0.8205128205128205,0.6109243748081782,
Yulia Tsvetkov,24,281.0,0.5928241594432125,437.0,0.23556521739130437,0.17474034130507463,0.08363636363636363,0.06739130434782609,0.031490932762643906,58.891304347826086,0.8613733788861407,4.181818181818182,0.6739130434782609,0.6298186552528781,
Xiaodong He,70,36.0,0.890386629802148,20.0,0.4,0.21724735884609742,0.2,0.04184397163120568,0.031295299324845,144.2127659574468,0.8128420505491283,10.071428571428571,0.41843971631205673,0.6259059864968999,
C. Raynal,3,852.0,0.4043809523809524,837.0,0.164,0.178,0.002380952380952381,0.020000000000000004,0.04000000000000001,41.0,1.0,0.11904761904761904,0.2,0.8,
John Bauer,11,542.0,0.6434612240349277,317.0,0.4,0.18039625847701782,0.020000000000000004,0.006666666666666667,0.03639829889124311,625.9333333333333,0.9708357627258162,1.0,0.06666666666666667,0.7279659778248622,
Elizabeth Scruggs,2,903.0,0.43699999999999994,749.0,0.166,0.181,0.010000000000000002,0.05,0.03,41.5,1.0,0.5,0.5,0.6,
Mai Elsherief,13,473.0,0.6397766044632844,329.0,0.3007619047619048,0.1886037297233549,0.038181818181818185,0.07142857142857144,0.04080058036763515,75.19047619047619,0.957735598419171,1.9090909090909092,0.7142857142857143,0.8160116073527028,
V. Osmani,27,244.0,0.5489741768745493,523.0,0.10449586776859504,0.23917949522992688,0.11523809523809524,0.0512396694214876,0.038821049216444525,26.12396694214876,0.9381685441710108,5.761904761904762,0.512396694214876,0.7764209843288904,
Katharina Kann,25,266.0,0.6398058249106041,328.0,0.14931578947368424,0.18836486932808996,0.19,0.08157894736842106,0.03054621874040891,37.328947368421055,0.8706563961605142,9.5,0.8157894736842105,0.6109243748081782,
David Chang,5,764.0,0.4400719686320085,745.0,0.11399999999999999,0.1855,0.04000000000000001,0.0625,0.038071968632008436,28.5,1.0,2.0,0.625,0.7614393726401687,
Robert Tinn,7,669.0,0.6756146510030953,240.0,0.4,0.18585026581282063,0.037500000000000006,0.006666666666666667,0.04559771852360797,130.2,0.9848586617875464,1.875,0.06666666666666667,0.9119543704721593,
Preetam Amancharla,1,945.0,0.4515,713.0,0.4,0.0015,0.020000000000000004,0.0,0.03,334.0,0.0,1.0,0.0,0.6,
Chi-Min Chan,8,635.0,0.646337043152578,307.0,0.351764705882353,0.14599142572232005,0.085,0.023529411764705882,0.04005149978319906,87.94117647058823,0.7742367184132575,4.25,0.23529411764705882,0.8010299956639811,
Zongcheng Ji,7,669.0,0.6071932726062345,408.0,0.2945,0.1718599392729011,0.05333333333333334,0.037500000000000006,0.05,73.625,0.9306282244165778,2.6666666666666665,0.375,1.0,
Mikhail Salnikov,5,764.0,0.32269602063387426,982.0,0.0845,0.16789037755993041,0.022857142857142857,0.0125,0.03494850021680094,21.125,0.9165164431996023,1.1428571428571428,0.125,0.6989700043360187,Skoltech
Qiang Yang,54,72.0,0.9387338383738888,1.0,0.4,0.22571521535185524,0.19047619047619047,0.07600000000000001,0.04654243254584297,110.145,0.8612298020106015,9.523809523809524,0.76,0.9308486509168593,
Kenneth Lai,5,764.0,0.28537705198403535,989.0,0.025454545454545452,0.17813834125939537,0.016296296296296295,0.03181818181818182,0.033669687155616405,6.363636363636363,0.9236476643394022,0.8148148148148148,0.3181818181818182,0.6733937431123281,
Sandra F. Jones,6,704.0,0.47872327382118296,649.0,0.25555555555555554,0.17516771826562744,0.018,0.0,0.03,63.888888888888886,0.9409583900892996,0.9,0.0,0.6,
Kyunghyun Cho,90,21.0,0.9022431536388426,13.0,0.4,0.21034857975210947,0.2,0.04847560975609756,0.04341896413063547,357.3079268292683,0.7734204557263398,10.933333333333334,0.4847560975609756,0.8683792826127094,
Akira Murakami,13,473.0,0.45638410521244577,701.0,0.12909090909090912,0.187,0.04000000000000001,0.07727272727272727,0.023020468848809372,32.27272727272727,1.0,2.0,0.7727272727272727,0.46040937697618745,
M. Yin,37,150.0,0.5937133568774744,434.0,0.11493750000000001,0.22607244010240723,0.192,0.04322916666666667,0.01747425010840047,28.734375,0.8632710862994699,9.6,0.4322916666666667,0.3494850021680094,
Jie Fu,20,350.0,0.48126910125822725,646.0,0.0796923076923077,0.23256607067527624,0.0674074074074074,0.052747252747252754,0.04885606273598312,19.923076923076923,0.9175204038587216,3.3703703703703702,0.5274725274725275,0.9771212547196624,Quebec AI Institute (Mila)
Yuan Luo,17,405.0,0.4872984391797334,633.0,0.08221276595744681,0.2171554960622144,0.1342857142857143,0.03617021276595745,0.01747425010840047,20.5531914893617,0.9666028346412252,6.714285714285714,0.3617021276595745,0.3494850021680094,
Dragomir R. Radev,80,26.0,0.8919915649755765,17.0,0.36336526946107783,0.21434373874612805,0.2,0.07574850299401198,0.03853405377435877,90.84131736526946,0.7962499356921603,11.133333333333333,0.7574850299401198,0.7706810754871753,
A. Bakalov,6,704.0,0.43413674519015055,761.0,0.11085714285714286,0.1822339236531786,0.020000000000000004,0.07857142857142857,0.042474250108400474,27.714285714285715,0.9727652780181634,1.0,0.7857142857142857,0.8494850021680094,
Fangyu Liu,28,232.0,0.6793687347346272,230.0,0.2969811320754717,0.1847504231970716,0.1325,0.03018867924528302,0.034948500216800946,74.24528301886792,0.8585738468404093,6.625,0.3018867924528302,0.6989700043360189,Google DeepMind
P. Wolff,30,209.0,0.5969116479674128,429.0,0.23109333333333335,0.1778280060837438,0.046875,0.1,0.041115308550335655,57.77333333333333,0.8361600347642504,2.34375,1.0133333333333334,0.822306171006713,
Benjamin Beilharz,3,852.0,0.7011666666666667,174.0,0.4,0.17949999999999997,0.015,0.06666666666666667,0.04000000000000001,751.6666666666666,0.9999999999999998,0.75,0.6666666666666666,0.8,Technical University of Darmstadt
Nasser Zalmout,16,418.0,0.42732385329220385,780.0,0.10687500000000001,0.17955903028707584,0.04923076923076924,0.053125000000000006,0.03853405377435877,26.71875,0.8974801730690048,2.4615384615384617,0.53125,0.7706810754871753,
M. Berendsen,15,437.0,0.43439052011362145,760.0,0.1476,0.20181627000522095,0.04000000000000001,0.027500000000000004,0.01747425010840047,36.9,0.9818072571726912,2.0,0.275,0.3494850021680094,
Heike Adel,21,321.0,0.5008019036967702,603.0,0.12196610169491527,0.1969325401163903,0.10727272727272728,0.0423728813559322,0.032257653256805206,30.491525423728813,0.9196145149508018,5.363636363636363,0.423728813559322,0.645153065136104,
Vijay V. Raghavan,34,164.0,0.5593118706098614,497.0,0.09138686131386861,0.2381938932479712,0.10960000000000002,0.0708029197080292,0.04932819633999247,22.846715328467152,0.9325365328455496,5.48,0.708029197080292,0.9865639267998493,
Michael A. Hedderich,14,455.0,0.439354464211403,747.0,0.07372972972972973,0.18512530413983164,0.09250000000000001,0.04864864864864865,0.03935078169319298,18.43243243243243,0.8864303093704666,4.625,0.4864864864864865,0.7870156338638594,
Shaochun Hao,1,945.0,0.17950000000000002,999.0,0.128,0.0015,0.020000000000000004,0.0,0.03,32.0,0.0,1.0,0.0,0.6,
Victor Veitch,24,281.0,0.7063709714621251,167.0,0.3327111111111111,0.17754874923990274,0.07500000000000001,0.07111111111111111,0.05,83.17777777777778,0.8774214242280157,3.75,0.7111111111111111,1.0,
Arthit Suriyawongkul,3,852.0,0.33416440507944895,971.0,0.0476,0.17601818633904,0.010000000000000002,0.06999999999999999,0.03054621874040891,11.9,0.9629610647945144,0.5,0.7,0.6109243748081782,ADAPT Centre
Zainab F. Khan,4,809.0,0.432,766.0,0.16100000000000003,0.181,0.04000000000000001,0.0,0.05,40.25,1.0,2.0,0.0,1.0,
Dan Jurafsky,104,11.0,0.9322683931086738,4.0,0.4,0.22025048480499015,0.19833333333333333,0.07114845938375351,0.04253611558659686,159.06162464985994,0.8300027703142294,9.916666666666666,0.711484593837535,0.8507223117319371,Stanford University
Andre F. T. Martin,1,945.0,0.6334769429773366,343.0,0.4,0.18347694297733655,0.020000000000000004,0.0,0.03,231.0,0.9198682455847804,1.0,0.0,0.6,
Huseein T. Al-Natsheh,1,945.0,0.4355,755.0,0.384,0.0015,0.020000000000000004,0.0,0.03,96.0,0.0,1.0,0.0,0.6,
Mark Neumann,8,635.0,0.6321949398788751,352.0,0.4,0.1754691250930205,0.006153846153846155,0.0125,0.03807196863200844,902.25,0.94268071481726,0.3076923076923077,0.125,0.7614393726401688,Allen Institute for AI
A. Hiszpanski,18,385.0,0.436668388548927,752.0,0.10616666666666669,0.19258505521559358,0.06,0.04791666666666667,0.03,26.541666666666668,0.9290574583748205,3.0,0.4791666666666667,0.6,
Emma Strubell,21,321.0,0.6611695648771704,273.0,0.311948051948052,0.1659797220497668,0.10266666666666668,0.041558441558441565,0.039016682654243434,77.98701298701299,0.7513126974272389,5.133333333333334,0.4155844155844156,0.7803336530848687,
Richard Tobin,1,945.0,0.33420000000000005,970.0,0.10320000000000001,0.181,0.020000000000000004,0.0,0.03,25.8,1.0,1.0,0.0,0.6,
D. Klakow,33,182.0,0.5824488190000102,449.0,0.06331428571428571,0.2291651186361809,0.17948717948717952,0.08085714285714286,0.029625092305221302,15.82857142857143,0.8809435350638909,8.974358974358974,0.8085714285714286,0.592501846104426,
Ryan T. McDonald,49,91.0,0.752347921730879,97.0,0.4,0.1941479287957764,0.06060606060606061,0.061,0.036593932329042025,182.44,0.8694167359758651,3.0303030303030303,0.61,0.7318786465808405,
Matt Gardner,47,96.0,0.7098296621294763,158.0,0.4,0.15281347163442904,0.06571428571428571,0.05652173913043478,0.03478016565032673,246.7391304347826,0.7103626950538803,3.2857142857142856,0.5652173913043478,0.6956033130065346,Allen Institute for Artificial Intelligence
Jie Zhou,58,58.0,0.5642891654124096,481.0,0.07883777239709444,0.24310681053188743,0.2,0.02288135593220339,0.01946322655122425,19.709443099273606,0.9606103458964996,206.5,0.2288135593220339,0.389264531024485,Tencent Inc.
Yongfeng Zhang,29,218.0,0.6857168850775698,213.0,0.28258823529411764,0.17495616176040146,0.1275,0.07254901960784314,0.0281234684152075,70.6470588235294,0.854035210059437,6.375,0.7254901960784313,0.56246936830415,
Md Saroar Jahan,6,704.0,0.4424376425113454,738.0,0.07247058823529412,0.18461013026141782,0.04857142857142857,0.08823529411764706,0.04855020132555783,18.11764705882353,0.9606293157795304,2.4285714285714284,0.8823529411764706,0.9710040265111566,
I. Harris,20,350.0,0.4914980213146819,623.0,0.05292929292929293,0.24535482366636618,0.06387096774193549,0.08686868686868687,0.042474250108400474,13.232323232323232,0.9734561352363784,3.193548387096774,0.8686868686868687,0.8494850021680094,
Ji Ma,8,635.0,0.38479135052751867,875.0,0.098,0.16845801719418532,0.020000000000000004,0.05833333333333334,0.04000000000000001,24.5,0.911188669681059,1.0,0.5833333333333334,0.8,Google Inc
Hongbin Yu,2,903.0,0.37598360450966994,903.0,0.132,0.16370177095953564,0.012,0.03333333333333333,0.03494850021680094,33.0,0.9182958340544894,0.6,0.3333333333333333,0.6989700043360187,
Jacob Russell Neterer,1,945.0,0.5515000000000001,514.0,0.4,0.0015,0.020000000000000004,0.1,0.03,102.0,0.0,1.0,1.0,0.6,
Segev Shlomov,6,704.0,0.4979169851385287,613.0,0.16666666666666666,0.1790609224025456,0.05333333333333334,0.05,0.04885606273598312,41.666666666666664,0.8946338423002606,2.6666666666666665,0.5,0.9771212547196624,
Yejin Choi,104,11.0,0.8905807883374679,19.0,0.4,0.19491255732484994,0.2,0.061010830324909754,0.03465740068770825,168.73285198555956,0.7280717561419996,14.578947368421053,0.6101083032490975,0.693148013754165,
Ziqing Liu,6,704.0,0.41496870142402387,809.0,0.12971428571428573,0.17971315782606898,0.023333333333333334,0.04285714285714286,0.03935078169319298,32.42857142857143,0.9755037590061084,1.1666666666666667,0.42857142857142855,0.7870156338638594,
Yuexiong Ding,11,542.0,0.49411565213712627,620.0,0.15616666666666668,0.18521089023236437,0.06857142857142857,0.05416666666666667,0.03,39.041666666666664,0.9383479441849394,3.4285714285714284,0.5416666666666666,0.6,
Palash Goyal,15,437.0,0.6477174703892928,303.0,0.22583606557377053,0.20617601960133397,0.122,0.04426229508196722,0.049443090132221194,56.459016393442624,0.90386296915048,6.1,0.4426229508196721,0.9888618026444238,Amazon Alexa AI-NU
W. El-Hajj,29,218.0,0.5587680258010392,499.0,0.10746666666666667,0.2444977078306687,0.11052631578947368,0.054285714285714284,0.04199162122851581,26.866666666666667,0.9685583304609642,5.526315789473684,0.5428571428571428,0.8398324245703161,
Andrew Cowell,7,669.0,0.36864091677506716,913.0,0.04647619047619048,0.1885,0.015,0.0761904761904762,0.042474250108400474,11.61904761904762,1.0,0.75,0.7619047619047619,0.8494850021680094,
Yifan Peng,29,218.0,0.7774534330686803,68.0,0.3066666666666667,0.234875051565051,0.15500000000000003,0.04086021505376344,0.040051499783199065,76.66666666666667,0.9221431518002916,7.75,0.40860215053763443,0.8010299956639813,Weill Cornell Medicine
Zita Marinho,12,509.0,0.4242116779242437,787.0,0.1213913043478261,0.19213623037387548,0.03833333333333334,0.043478260869565216,0.028872548999643585,30.347826086956523,0.9693498878507172,1.9166666666666667,0.43478260869565216,0.5774509799928716,
J. King,34,164.0,0.6905520938454199,200.0,0.286780487804878,0.20192646798461228,0.12615384615384614,0.05365853658536586,0.022032755316717535,71.6951219512195,0.8881512456263561,6.3076923076923075,0.5365853658536586,0.4406551063343507,
Tatiana Kelil,13,473.0,0.4038057613084567,841.0,0.0808,0.19777848858118388,0.07272727272727274,0.022500000000000003,0.03,20.2,0.9501627918924794,3.6363636363636362,0.225,0.6,
Aston Zhang,29,218.0,0.6992886395575226,180.0,0.3013538461538462,0.2042960060140599,0.13,0.026153846153846156,0.03748494123577037,75.33846153846154,0.9102628915089136,6.5,0.26153846153846155,0.7496988247154074,
Nancy Ide,35,159.0,0.5572146541317368,502.0,0.13563636363636364,0.2010324680166462,0.0891891891891892,0.08303030303030304,0.04832633025923467,33.90909090909091,0.7973283886665498,4.45945945945946,0.8303030303030303,0.9665266051846934,
Lei Hou,25,266.0,0.4610057846196792,688.0,0.10278947368421053,0.2026435789726984,0.1085714285714286,0.013157894736842105,0.033843408654499606,25.69736842105263,0.8922490227011339,5.428571428571429,0.13157894736842105,0.676868173089992,Tsinghua University
F. Dalpiaz,34,164.0,0.6021684302139276,415.0,0.07491666666666667,0.23159831497060035,0.2,0.04635416666666667,0.049299281909993914,18.729166666666668,0.8948475141177163,12.0,0.4635416666666667,0.9859856381998782,
Quan Z. Sheng,59,53.0,0.6354075045334064,339.0,0.12267166979362101,0.23354636864709521,0.2,0.036210131332082555,0.04297933476060765,30.66791744840525,0.9059792494119728,31.352941176470587,0.3621013133208255,0.8595866952121529,"School of Computing, Macquarie University, North Ryde, NSW, Australia"
William Yang Wang,58,58.0,0.7632290553512695,82.0,0.2570232558139535,0.19739786673535115,0.2,0.08046511627906977,0.028342816522895133,64.25581395348837,0.7765592384877209,15.357142857142858,0.8046511627906977,0.5668563304579026,
Ossama Obeid,13,473.0,0.39005400517623046,857.0,0.13866666666666666,0.15472067184289715,0.015,0.04166666666666667,0.04000000000000001,34.666666666666664,0.806975267673698,0.75,0.4166666666666667,0.8,
Xieling Chen,25,266.0,0.644645031938392,314.0,0.14142105263157898,0.24300403862331443,0.13818181818181818,0.09342105263157896,0.028617069870101427,35.35526315789474,0.9600230778475112,6.909090909090909,0.9342105263157895,0.5723413974020285,
Slav Petrov,43,111.0,0.7345185392322585,116.0,0.4,0.1784403707390028,0.0332,0.08313253012048194,0.03974563837277377,292.2289156626506,0.8396592613657302,1.66,0.8313253012048193,0.7949127674554753,Google
Peng Qi,18,385.0,0.7005713141820943,176.0,0.4,0.17854924159998178,0.05692307692307692,0.02702702702702703,0.03807196863200844,167.9189189189189,0.8745670948570389,2.8461538461538463,0.2702702702702703,0.7614393726401688,Orby AI
A. Savic,21,321.0,0.44762796787042314,726.0,0.08053333333333335,0.22657175872009633,0.07941176470588236,0.031111111111111114,0.03,20.133333333333333,0.9089814784005504,3.9705882352941178,0.3111111111111111,0.6,
Swabha Swayamdipta,14,455.0,0.597154098546092,428.0,0.2802,0.1714078798056832,0.08000000000000002,0.034999999999999996,0.03054621874040891,70.05,0.9023307417467612,4.0,0.35,0.6109243748081782,
Jayeol Chun,3,852.0,0.41805442258835857,801.0,0.1496,0.17416870830264422,0.014285714285714285,0.04000000000000001,0.04000000000000001,37.4,0.9609640474436812,0.7142857142857143,0.4,0.8,
Kanchan M.Tarwani,1,945.0,0.5974769429773366,427.0,0.264,0.18347694297733655,0.020000000000000004,0.1,0.03,66.0,0.9198682455847804,1.0,1.0,0.6,
Thomas Wolf,34,164.0,0.5696252825577378,471.0,0.0678224852071006,0.24181931462186235,0.17333333333333334,0.05562130177514793,0.03102884762029358,16.95562130177515,0.953253226410642,8.666666666666666,0.5562130177514792,0.6205769524058715,
Yuanjun Guo,23,291.0,0.49794597436694954,612.0,0.07682926829268294,0.24282856522080948,0.11714285714285713,0.025609756097560978,0.03553552761303901,19.20731707317073,0.95902037269034,5.857142857142857,0.25609756097560976,0.7107105522607803,
José Camacho-Collados,35,159.0,0.6857019097639242,214.0,0.18406611570247935,0.21046893633667352,0.2,0.05537190082644629,0.035794956898325125,46.01652892561984,0.8598224933524202,11.0,0.5537190082644629,0.7158991379665025,
Faical Azouaou,13,473.0,0.4071207184353104,830.0,0.05920000000000001,0.21326930224298132,0.04000000000000001,0.0475,0.047151416192329085,14.8,0.9958245842456076,2.0,0.475,0.9430283238465816,"ESI Ecole nationale superieure d'informatique, Algiers, Algeria"
M. Sabetzadeh,34,164.0,0.5465389537015026,524.0,0.10723943661971831,0.23467817104402783,0.12347826086956522,0.035211267605633804,0.045931817562557514,26.809859154929576,0.9124466916801592,6.173913043478261,0.352112676056338,0.9186363512511502,
Martin Müller,11,542.0,0.5176261254654518,576.0,0.22485714285714287,0.18562612546545182,0.020000000000000004,0.05714285714285714,0.03,56.214285714285715,0.9750064312311532,1.0,0.5714285714285714,0.6,
Andrew Gaut,4,809.0,0.5740687083026443,464.0,0.30350000000000005,0.17416870830264422,0.0064,0.05,0.04000000000000001,75.875,0.9609640474436812,0.32,0.5,0.8,
Marianna Nezhurina,6,704.0,0.6622751379166701,269.0,0.4,0.16560847125000333,0.04000000000000001,0.016666666666666666,0.04000000000000001,401.5,0.9206198357143048,2.0,0.16666666666666666,0.8,
A. Halevy,96,15.0,0.8682869274081918,29.0,0.4,0.22636523318343688,0.1332142857142857,0.06032171581769437,0.04838569269277479,100.5951742627346,0.8649441896196394,6.660714285714286,0.6032171581769437,0.9677138538554958,
Huadong Wang,10,570.0,0.45750785990367143,697.0,0.15466666666666667,0.17855547895129045,0.06,0.014285714285714285,0.05,38.666666666666664,0.9088884511502312,3.0,0.14285714285714285,1.0,
Hunter Gehlbach,28,232.0,0.5341313324429612,548.0,0.14053608247422683,0.20058285553043698,0.0776,0.0979381443298969,0.01747425010840047,35.134020618556704,0.9404734601739256,3.88,0.979381443298969,0.3494850021680094,
Nianwen Xue,37,150.0,0.6104086781145239,403.0,0.18949253731343285,0.2249553692504179,0.07882352941176472,0.08059701492537313,0.03654022721353537,47.37313432835821,0.8997449671452451,3.9411764705882355,0.8059701492537313,0.7308045442707074,
Helen Christensen,2,903.0,0.6713333333333334,253.0,0.4,0.178,0.013333333333333334,0.05,0.03,154.5,1.0,0.6666666666666666,0.5,0.6,
Dima Taji,12,509.0,0.5434059010821571,531.0,0.23890909090909093,0.18358771926397524,0.04000000000000001,0.040909090909090916,0.04000000000000001,59.72727272727273,0.9462155386512872,2.0,0.4090909090909091,0.8,
Chris S. Hulleman,33,182.0,0.7673435426420626,78.0,0.4,0.20463502211866896,0.09222222222222222,0.05301204819277109,0.01747425010840047,119.46987951807228,0.9636286978209656,4.611111111111111,0.5301204819277109,0.3494850021680094,
Harold Soh,25,266.0,0.5232601429037499,562.0,0.10585365853658538,0.22498152246418476,0.08631578947368422,0.06829268292682927,0.03781648950246629,26.463414634146343,0.9256086997953415,4.315789473684211,0.6829268292682927,0.7563297900493258,National University of Singapore
Jiaao Chen,18,385.0,0.6504222916945995,299.0,0.2927272727272728,0.1712351006781602,0.09428571428571429,0.05454545454545454,0.03762874945799766,73.18181818181819,0.875629146732344,4.714285714285714,0.5454545454545454,0.752574989159953,Georgia Institute of Technology
Faizan Ahmad,4,809.0,0.3517128854070756,948.0,0.0495,0.18250000000000002,0.02666666666666667,0.0625,0.03054621874040891,12.375,1.0000000000000002,1.3333333333333333,0.625,0.6109243748081782,
John Moore,5,764.0,0.34844444444444445,954.0,0.08266666666666667,0.1855,0.022500000000000003,0.02777777777777778,0.03,20.666666666666668,1.0,1.125,0.2777777777777778,0.6,
L. Tilton,7,669.0,0.4264290277065427,782.0,0.047764705882352945,0.1492238820577783,0.085,0.09705882352941177,0.04738161623699968,11.941176470588236,0.7669936117587334,4.25,0.9705882352941176,0.9476323247399935,
Debajyoti Datta,14,455.0,0.766221363942013,79.0,0.4,0.21638759883586514,0.05130434782608695,0.06271186440677966,0.03581755287328124,103.57627118644068,0.9193577076335152,2.5652173913043477,0.6271186440677966,0.7163510574656248,
R. Sifa,26,255.0,0.5840139917056869,448.0,0.05591256830601093,0.2280390200109801,0.2,0.0639344262295082,0.036127977159187676,13.978142076502731,0.874508685777029,13.071428571428571,0.639344262295082,0.7225595431837535,
Xingjian Shi,15,437.0,0.6545625540772881,290.0,0.4,0.1770803794091954,0.025882352941176474,0.022727272727272728,0.028872548999643585,490.1818181818182,0.9004593109096882,1.2941176470588236,0.22727272727272727,0.5774509799928716,
F. Silvestri,44,108.0,0.6322662287252546,351.0,0.12278260869565216,0.23560620786586606,0.16727272727272727,0.0641304347826087,0.042474250108400474,30.695652173913043,0.9177497592335204,8.363636363636363,0.6413043478260869,0.8494850021680094,
Swabha Swayamdipta,18,385.0,0.6996722369201137,179.0,0.4,0.1770089109284472,0.05714285714285714,0.0425,0.023020468848809386,160.775,0.8657652053054127,2.857142857142857,0.425,0.46040937697618767,Allen Institute for AI
Liwei Wang,24,281.0,0.5462534736807164,526.0,0.10022641509433963,0.21258143696264414,0.1630769230769231,0.02547169811320755,0.04489700043360188,25.056603773584907,0.8633224969293952,8.153846153846153,0.25471698113207547,0.8979400086720376,
Magdalena Biesialska,5,764.0,0.487312289151883,632.0,0.1922666666666667,0.17137593532959994,0.05,0.04000000000000001,0.033669687155616405,48.06666666666667,0.9107196304548568,2.5,0.4,0.6733937431123281,
Zhiyuan Liu,36,156.0,0.5155086459823521,578.0,0.1901846153846154,0.1805281685904554,0.09285714285714286,0.008461538461538463,0.043477180688600035,47.54615384615385,0.7401609633740309,4.642857142857143,0.08461538461538462,0.8695436137720006,
Yuan Jin,8,635.0,0.4052647389301957,836.0,0.11966666666666669,0.16619277029818724,0.048,0.03333333333333333,0.03807196863200844,29.916666666666668,0.8982444017039272,2.4,0.3333333333333333,0.7614393726401688,
T. Cai,20,350.0,0.4689564245219639,672.0,0.11567741935483872,0.22267820419023832,0.09538461538461539,0.017741935483870968,0.01747425010840047,28.919354838709676,0.955304023944219,4.769230769230769,0.1774193548387097,0.3494850021680094,
